Date,COGS_margin,Year,Covid_Decay_Shock,Revenue_lag1,Revenue_lag7,Revenue_lag14,Revenue_lag30,Revenue_lag365,Revenue_roll_mean7,Revenue_roll_std7,Revenue_roll_max7,Revenue_roll_min7,Revenue_roll_mean14,Revenue_roll_std14,Revenue_roll_max14,Revenue_roll_min14,Revenue_roll_mean30,Revenue_roll_std30,Revenue_roll_max30,Revenue_roll_min30,Revenue_roll_mean90,Revenue_roll_std90,Revenue_roll_max90,Revenue_roll_min90,Revenue_ratio_7_30,Revenue_ratio_14_90,DayOfWeek,DayOfMonth,DayOfYear,WeekOfYear,Month,Is_Weekend,Is_MonthEnd,Is_MonthStart,Is_QuarterEnd,DOW_sin,DOW_cos,Month_sin,Month_cos,DOY_sin,DOY_cos,DOM_sin,DOM_cos,Fourier_sin_1,Fourier_cos_1,Fourier_sin_2,Fourier_cos_2,Fourier_sin_3,Fourier_cos_3,Time_idx,Revenue_diff1,Revenue_diff7,Revenue_yoy_growth,Revenue_mom_growth,Revenue_vs_roll30,Lag1_x_Covid,RollMean30_x_Covid,Weekend_x_Month_sin,Weekend_x_Month_cos
2022-01-13,28512.74033083811,-2793.2035933904017,10715.979394783673,-782588.4529426792,-273720.59150438674,13566.887875358465,-14349.635900039513,-400074.70861500525,7593.6534803696395,8213.652439091851,19231.09676141321,-133055.24298939714,-15620.139260940503,2497.1584521644095,881.1902254599855,-34675.65950423862,-25986.673879578095,8349.804028483668,-21653.847511297347,6956.112552757598,64.39091613900416,2335.784506191128,-2264.1173436286763,9199.10516261755,32141.454527048798,22665.362225224628,2643.3823356178345,8206.186874901754,-1783.3275926307454,-8858.798030127567,830.0409385188187,-396.63252339062086,2106.512006922908,-135.25353603668873,1429.6493233263454,-1055.9789748309931,-28647.315050122903,-3898.4805137998733,-6045.767234717469,-24891.704258553193,-38316.27492728907,-18361.341095853262,-34291.6759555673,-6924.698394446928,-16145.678785555354,-13362.176884704324,-12774.599647755444,-8722.628942824835,-9548.228461643632,-12849.033503540706,-15400.201432597876,-16189.040000304893,13061.501164145591,4655.192976952059,-19008.3105790776,2789.2616303091954,7828.896275949738,1025.426336267162,2073.5163400263464
2022-01-14,14249.45325939954,76.16661615357737,11346.019983523387,-895900.3251765703,-215835.94818222302,-37362.38706551677,-8195.203075286496,-363826.7945023839,12095.557304813057,2793.4779805203343,20711.11768589499,-120930.18842101857,-16155.568494841027,-2942.9466488719577,4465.308602002295,-38299.34975722154,-13880.037142784924,11685.3542782943,-20457.653586945133,7845.8552906274945,1171.4644836325253,2345.335607143897,-2302.3918651068902,9983.656099271333,40830.565538920884,-3609.2221575267235,-32164.78831742258,6778.191163451261,330.3275002820387,-5829.495271925562,244.74972529286993,-1044.6023860561236,2006.348188563533,-135.25353603668873,1417.3231358903133,-10106.83932481033,-29324.75310007111,-1903.5142708994383,-3202.749365660259,-22245.959599688013,-26272.40909478082,15544.604878637863,-24466.87388995265,-4388.647086650593,-8802.96240981252,-10605.586768768226,-6145.784273349446,-6351.597485745608,-12013.44693863768,-8960.683200417077,-18843.807641221712,18694.711655143896,11253.374127405401,14330.366201172363,-5575.204548803153,4245.597661659888,7175.570305392119,849.3151041680985,1910.077166732066
2022-01-15,5800.366562248742,-801.8333113331535,8352.406629333636,-853921.3542902835,-223376.43385034712,-36287.875948631976,-4456.0847615234,-370502.8059801671,8689.440129719527,4021.8003590026665,21410.084781815087,-120851.49235371216,-15433.006331194105,-10371.184318782009,2998.752055850417,-34329.606323010725,-13231.543521129539,17281.620787030435,-18622.45192809406,6349.680041903768,1680.8139288427692,5802.37427717567,-5238.21445692514,10908.818064687755,8137.581487391382,453.063350361212,-34266.08521627306,8233.50351244809,5086.716442351656,-2343.3073359248565,199.37086536588689,729.4473968823247,1957.5439529224627,-135.25353603668873,1417.1725621598446,-20874.810719343433,-16865.676584109595,-2560.539333461144,-1514.8334420133772,-18913.56672993715,-16961.137462549952,23690.28049196035,-28435.401696642115,-5090.662286024361,-7308.610674168462,726.00996192306,-4601.241625935914,-4440.909186020095,-6797.654403863977,-11092.004403146533,3526.683595263722,12978.070790024787,-33519.653260094645,-9656.168685368975,-19448.569969336255,-78.46397129986758,8139.6782513822,1300.0732897060834,18958.369169713427
2022-01-16,7330.199037571809,-93.11257384408458,11897.084419134408,-859758.0153977015,-208575.65022112062,-85961.2605920647,-13024.87432896551,-336924.44093130424,9069.17774321846,6012.667043649804,17205.121154065233,-116112.16445801828,-2349.455974059551,17649.098852116247,1160.4410126713572,-28887.006477870214,-13788.72782923111,20434.536000913067,-16271.079474523996,8769.250674613002,50.47465764990886,9154.689549530047,-4045.6358798583083,9729.440854081411,15279.53165814238,5835.812881141061,1246.9048212348978,9078.394418460974,5312.670136154537,-244.48098895233807,234.8934913068728,734.4680496533208,2000.3830823769586,-68.97650509186451,1417.1725621598446,-14175.513034382046,25155.29547030331,-2862.0860714236583,-1372.0526475723877,-9601.920643688536,-14443.532042820836,29554.368416372243,-28738.610799502592,-4418.958078912458,-6104.292573986367,6504.767196713331,-3577.4542210493214,-2888.9075597827778,-8486.559239381915,-8469.595049983156,-331.04615949427443,19294.444427937626,-9567.242621250776,5208.307624786279,-16111.11636898652,1481.7825423666127,9401.26579573059,1290.8808195785018,14018.520493223072
2022-01-17,6831.575510939859,-477.99894363231573,12331.702458401027,-730238.0276016906,-154686.97152802465,-129311.43709377616,-7071.609654980663,-374526.7210517683,5518.293776425473,5252.106360558749,18963.652402244752,-127125.20395593427,-2833.768048952563,23635.75854981147,-1941.9458024408273,-24170.41619281584,-23183.9814326446,12298.383170783887,-18181.750298465835,9072.506510724405,-914.0447774442029,9672.899217228109,-212.89073864108855,13567.580236533227,3778.746332887663,1756.6259017696332,30628.107526476026,10306.332988880167,736.640680332212,-2483.6650106315806,199.37086536588689,-397.90026671991774,2115.8723540789297,-68.97650509186451,1419.7456610252236,-11751.016945883595,25728.718993838746,-2515.542751236261,-3290.463977919324,-11210.672091999957,-23352.201105366872,38522.85464611656,-36684.78130908553,-4119.045612677752,-8663.29088911169,9834.117739565136,-7398.279067265878,-4515.419672534517,-17540.169835361114,-5533.660448027412,-19801.135119392435,2044.8069834982537,6958.102051819278,7940.758220635204,-45489.24246594214,-122.73313814790254,8479.231010918093,943.6474607059006,2475.4015058508758
2022-01-18,8331.06047819222,478.1156104858927,9991.185575909429,-799439.5600824094,-221063.97803119686,-133663.84136041583,-5628.067995015422,-348493.32789437793,15689.337250710454,5506.283431261934,23058.993402783046,-118283.6885905106,-1500.1689465878753,22570.652246157893,95.12003653232625,-17749.324387768967,-14146.833501595305,22420.608834203784,-16934.40418459142,8036.608580981414,-213.12075424619954,4827.644168209496,-378.1006945133564,8694.872619105103,33659.286188753504,-482.7711990951086,14015.236079394825,14748.2005696392,1328.4138017175405,-1014.420181700276,234.8934913068728,-367.9779873620076,1990.3519524233539,-135.25353603668873,1420.9290332021224,8907.986406077538,26873.69305440747,-1975.9935517763233,-3297.9620721718893,-13051.479197768756,-28229.108858925687,68905.19333887921,-23429.922951912093,-5167.9350997006495,-9394.78260368635,12654.900978474581,-7482.381079294818,-6611.139378507974,-12444.473334523067,-5507.603074203749,-21126.31413711012,12178.411093505849,-4107.915511547487,3966.364657871408,-16121.482076262217,-476.48986199736964,8626.35694978791,899.5234799626256,3247.4774818683663
2022-01-19,6353.291076433239,463.5444595658497,12694.244709163811,-704176.4466121328,-194714.29192600702,-127621.8908307469,-13511.674118495881,-362137.611406076,5403.740499370824,8119.5060339696975,19403.384616687792,-122081.74684838725,-14948.969849147892,38288.64512630444,1695.197198587669,-27942.80488905417,-25916.062123631265,23557.944332137155,-20242.52639987666,10721.029316623753,-1355.795275189618,6754.473260090921,-752.7926842222537,10570.58698614388,27616.733386792825,-6139.88130653218,6824.719699147968,15013.590271265643,1625.4528734747046,-6051.656997664035,321.93094308230525,-399.99648864374586,2054.946172578233,-135.25353603668873,1411.0470394210975,33504.807699160476,6386.2674468693185,-1956.6304947237245,-5330.455775599139,-8550.117456382908,-34827.85749491355,42262.552675206694,-47293.835265679416,-7215.71467127167,-11969.18310364583,14436.376759846778,-10050.29581394879,-10096.197482271311,-15443.93264508119,-1033.0940744959673,6761.160591667798,15850.430300853022,15101.487277859598,-2500.9807090706972,-21726.18690503556,5099.162043390142,13772.48495199367,922.7758953954005,168.61200091581884
2022-01-20,8950.74945521041,-207.05088738660123,11717.169566844923,-705489.7939525519,-287697.8366406306,-151381.14471894794,-4335.8780594746195,-345955.0397971889,5793.898062465538,4784.8454233800885,20620.29270004065,-121082.99306502994,-17952.436509247676,38724.699295693936,-1018.1125079671037,-29519.412774150835,-30396.788431171317,16356.213080426056,-19612.01784505426,8795.42673432577,-1654.2321953767882,5750.192299364318,-2001.0288748497671,14830.271567774105,25976.760044410432,-2337.5374964454095,1774.4271273567924,10831.216639119255,-152.75661785962848,-4798.533297961422,226.1523341220308,-367.9779873620076,2086.4336174624164,-135.25353603668873,1410.3967098312537,1625.2084825320842,-33001.89651550747,-1803.7209124136511,-3527.5416316040405,-10175.0771471185,-33517.1586154308,29429.50295704214,-38410.6082630572,-5418.535956616892,-11832.896431663923,12109.412782993437,-9103.305983655066,-11037.363925385396,-16399.14012540815,-5261.082900755559,-4649.064322109558,12028.710254973459,-24143.04167988807,-2116.447069841155,-39403.41595553786,3427.748540304599,9954.56906918668,932.9447273093645,879.5961407435925
2022-01-21,16841.61043696329,-556.6491776082289,8749.491230430163,-853657.7465657635,-211337.00554354832,-138637.98165797858,-1100.6841531807754,-297410.9733613236,5762.4346383129505,8413.429555076327,22492.406240154003,-121568.21743321285,-18399.38485325259,37948.551094428774,-612.2897710674563,-28373.312140234746,-15193.473879756159,14626.67799697275,-16534.723931707005,10667.64251312349,-925.6100593389955,6562.943883795064,-1659.54846408224,10096.588123979549,36903.80031240205,3398.6994925901913,-32512.791558739475,9306.643200164941,2555.2716752073193,281.61577629933873,259.6873898880215,-1044.6023860561236,1980.3985832827289,-135.25353603668873,1421.8321283819682,-14783.041772128207,-34329.094820503145,-1429.3522499312444,-2605.0085323570374,-9708.562507326904,-22273.3508318522,32531.002802904197,-43465.01509064387,-3669.7216923733613,-9290.525284220177,10099.277964745157,-6690.432010548614,-7174.405018759886,-17138.254328888885,-9499.09570400255,-5914.298405321846,20875.87274459024,5990.018099622603,-2125.8283530408253,-15140.191378764372,645.6274025954317,6951.53515861674,929.7560777036149,2703.9170283485996
2022-01-22,13720.174821841509,67.74644528694188,9712.182634183195,-828654.391421242,-234936.33428766002,-129133.0083126356,-2885.9235719618373,-307595.9670817544,6418.206996486648,1044.780685158158,20663.276692672196,-123413.08347476057,-17900.940497063297,33535.43306588377,-1.6874148400059994,-26010.092836340296,-15307.37350568358,20050.881784398458,-14512.986303364083,10392.182952107105,-104.6219445983474,7499.610208814391,-3981.605135084655,10796.816773859728,11683.938313711791,7658.103814215654,-29865.260833039207,11394.55391145924,2249.5799878107255,-356.66329473503146,259.6873898880215,729.4473968823247,2053.9726638599627,-135.25353603668873,1420.4709147726103,-17462.624622567982,-16782.76234029644,-1543.6584420188615,-1994.8139669435236,-8322.411362207942,-17780.3730399169,24183.12370266523,-44859.58319362528,-4267.939673655775,-6445.80468104984,10647.584266887276,-6009.225005960452,-8673.503168000927,-16354.244180235208,-5923.054800066233,6894.75384448348,20984.46791472107,8942.783261300374,8252.238560672682,-20259.16909983416,1102.8153493023979,7675.270947281933,1288.9453021034249,17358.869241302695
2022-01-23,10260.849541475727,76.31518387109631,11906.7433067358,-708407.4514542553,-180017.16236678633,-127469.19809146202,-12140.206480097586,-254119.11690880492,9801.95757206029,1856.8695257789045,19434.788319924373,-117664.89501869942,-18014.966240341353,19275.63726268363,-1958.8175438745475,-24736.10983863043,-17642.975524692898,-5265.019195829718,-15465.496623185241,10392.039390588603,1227.6385736344516,6313.092838934855,-3042.985830021461,11986.812568632864,4113.601965891328,7369.012293326716,-4113.118674426321,13274.956200621522,2106.1358913507484,-3334.578844942585,233.04389258429057,1208.2215210278325,2092.5476331582086,-68.97650509186451,1353.3632487569853,-15901.802092243086,22199.412280304172,-2464.3933447140907,-2565.558167322578,-6993.680475385461,-16843.143550784673,4330.415582050936,-53904.17262573373,-4312.246933587282,-7981.5627657194855,13250.949796363611,-6913.34803652852,-6460.100739731582,-15433.412447407116,-7939.317507129995,4081.14944154601,5310.3587087917385,11758.01677450883,13559.314089800544,-26324.329189841566,2585.041776883596,7990.498670777892,1307.5237780080195,13102.715420897326
2022-01-24,15141.318641784863,391.58032765076314,10725.68704329714,-693630.8868910377,-243520.71130431537,-59604.217653014464,-12766.846362413271,-237010.32458192794,10293.52642579789,3553.712517926547,21347.698984779876,-111003.23991139262,-18347.6040206327,40167.44816452413,1679.899199075555,-26223.03061345536,-19730.73327766013,-23552.385396856167,-19030.181679103895,9080.560467762789,1000.406464333761,8537.546915326751,-775.9131470780766,10280.243128413294,2796.509968879624,3265.3797408231576,31890.73733839061,8746.167247445863,1583.7138898249568,-239.10762883937284,259.6873898880215,-403.37707336054274,2126.4839104311664,-68.97650509186451,1419.3832682882353,-11214.794090437414,26367.223950997704,-2562.5833627168786,-2169.1372709874113,-7852.064880775402,-27765.45523065989,10359.986332531473,-54370.07318169909,-4190.335121385028,-11134.019836861075,11823.372797505901,-5890.053226908619,-5563.325734456331,-14791.800283816327,1069.5947319725751,2680.7744913309893,13773.917945029942,10396.381053692965,23581.322148903215,-27396.91378200077,1209.784916981485,8220.414960545924,981.2860125422518,3813.1414274494914
