Date,Revenue,COGS,COGS_margin,Year,Covid_Decay_Shock,Revenue_lag1,Revenue_lag7,Revenue_lag14,Revenue_lag30,Revenue_lag365,Revenue_roll_mean7,Revenue_roll_std7,Revenue_roll_max7,Revenue_roll_min7,Revenue_roll_mean14,Revenue_roll_std14,Revenue_roll_max14,Revenue_roll_min14,Revenue_roll_mean30,Revenue_roll_std30,Revenue_roll_max30,Revenue_roll_min30,Revenue_roll_mean90,Revenue_roll_std90,Revenue_roll_max90,Revenue_roll_min90,Revenue_ratio_7_30,Revenue_ratio_14_90,DayOfWeek,DayOfMonth,DayOfYear,WeekOfYear,Month,Quarter,Is_Weekend,Is_MonthEnd,Is_MonthStart,Is_QuarterEnd,DOW_sin,DOW_cos,Month_sin,Month_cos,DOY_sin,DOY_cos,DOM_sin,DOM_cos,Fourier_sin_1,Fourier_cos_1,Fourier_sin_2,Fourier_cos_2,Fourier_sin_3,Fourier_cos_3,Time_idx,Revenue_diff1,Revenue_diff7,Revenue_yoy_growth,Revenue_mom_growth,Revenue_vs_roll30,Lag1_x_Covid,RollMean30_x_Covid,Weekend_x_Month_sin,Weekend_x_Month_cos
2013-07-15,4387240.36,4219310.04,0.9617230180659624,2013,0.0,4482102.22,2571901.18,6359864.53,5166292.57,4568355.551428571,4504858.0,1178169.9863278181,6053300.71,2571901.18,4540549.43,1883839.6317918159,8038680.63,2452372.43,5656730.736666666,1898202.9263857084,9546012.78,2452372.43,6465378.502333334,2556184.795537687,13809349.18,2452372.43,0.796371298142178,0.7022867150564075,0,15,196,29,7,3,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.23030567023061196,-0.973118337233262,0.10116832198743272,-0.994869323391895,-0.23030567023061196,-0.973118337233262,0.4482293417404102,0.8939185965192572,-0.6420547132365644,-0.7666588193001584,376,320800.9099999997,1523887.21,0.195644366687346,0.0605101092779408,-0.6188108238265247,0.0,0.0,-0.0,-0.0
2013-07-16,4411030.39,4135243.61,0.9374779233837924,2013,0.0,4387240.36,4624825.33,7209130.33,5794009.15,4666477.707142857,4764192.168571429,830184.6646415851,6053300.71,3855254.64,4399647.703571429,1809605.204388141,8038680.63,2452372.43,5630762.329666668,1910433.2566805554,9546012.78,2452372.43,6448712.041,2564871.980882545,13809349.18,2452372.43,0.8461007390545382,0.6822521575779912,1,16,197,29,7,3,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.24702218048093527,-0.9690098257244063,-0.10116832198743204,-0.9948693233918952,-0.24702218048093527,-0.9690098257244063,0.47873384011578785,0.8779600847008885,-0.6807734094770158,-0.7324940716135793,377,-94861.8599999994,1815339.1800000002,0.18173341906080748,0.12150232908702628,-0.6509109728477631,0.0,0.0,-0.0,-0.0
2013-07-17,4475453.64,4375610.63,0.9776909743612048,2013,0.0,4411030.39,3855254.64,8038680.63,5795298.96,4646757.528571429,4733650.034285715,840040.6574307005,6053300.71,3855254.64,4199783.422142857,1620028.956251314,8038680.63,2452372.43,5584663.037666666,1923002.7144825298,9546012.78,2452372.43,6407671.939444444,2567626.984131411,13809349.18,2452372.43,0.8476160517400665,0.6554304686370973,2,17,198,29,7,3,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.2636654927280072,-0.9646141756912435,-0.2993631229733582,-0.9541392564000488,-0.2636654927280072,-0.9646141756912435,0.5086709438521045,0.8609610158889943,-0.7176769136759616,-0.6963762255968725,378,23790.02999999933,-213794.9400000004,0.3262045643377545,0.0002226109705055588,-0.6103125278127749,0.0,0.0,-0.0,-0.0
2013-07-18,6265533.39,6163756.55,0.9837560773098044,2013,0.0,4475453.64,5785320.61,2521315.44,6632615.61,4592661.187142857,4822249.891428572,760936.6162104949,6053300.71,4161301.31,3945267.208571429,1194551.1839223965,6053300.71,2452372.43,5540668.193666667,1933088.9642232114,9546012.78,2452372.43,6384768.728333333,2575643.5641981307,13809349.18,2452372.43,0.8703372450529882,0.6179185772326772,3,18,199,29,7,3,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.2802306751992161,-0.9599326896597445,-0.4853019625310808,-0.8743466161445822,-0.2802306751992161,-0.9599326896597445,0.5380051715382995,0.8429415373547829,-0.7526668275320081,-0.6584015846980491,379,64423.25,620198.9999999995,0.025896516061964883,0.14448204584082386,-0.5510426955930118,0.0,0.0,-0.0,-0.0
2013-07-19,6310739.5,5960928.51,0.9445689383946207,2013,0.0,6265533.39,6053300.71,2494107.65,7437341.02,4473905.371428572,4890851.717142857,875287.1698456865,6265533.39,4161301.31,4212711.347857143,1268100.0406320365,6265533.39,2452372.43,5528432.119666667,1927091.2877832744,9546012.78,2452372.43,6389148.956555555,2575095.7064416697,13809349.18,2452372.43,0.884672473366235,0.6593540667939357,4,19,200,29,7,3,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.2967128192734901,-0.9549667548552553,-0.651372482722222,-0.7587581226927911,-0.2967128192734901,-0.9549667548552553,0.5667017562911173,0.8239230057575544,-0.7856498550787143,-0.6186714032625035,380,1790079.75,480212.77999999933,-0.13700167984448228,0.12132851612668655,0.38249421550818896,0.0,0.0,-0.0,-0.0
2013-07-20,4157746.85,3978173.28,0.9568098836993888,2013,0.0,6310739.5,4161301.31,2452372.43,7078652.68,4649150.542857142,4927628.687142857,935600.6639617987,6310739.5,4161301.31,4485327.908571429,1280404.283452892,6310739.5,2452372.43,5490878.735666666,1899387.4517138451,9546012.78,2452372.43,6392466.998666666,2574796.808805062,13809349.18,2452372.43,0.8974207816928902,0.7016583596766266,5,20,201,29,7,3,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.3131070409358267,-0.9497178427914317,-0.7907757369376986,-0.6121059825476627,-0.3131070409358267,-0.9497178427914317,0.5947266869607636,0.8039279618328211,-0.8165380514459161,-0.5772916165517272,381,45206.110000000335,257438.79000000004,-0.27600095379508677,-0.04822803459400862,0.43164482506902796,0.0,0.0,-0.4999999999999997,-0.8660254037844388
2013-07-21,4847680.2,4301699.27,0.8873727417084979,2013,0.0,4157746.85,4482102.22,2958215.01,5526354.45,4594831.49,4927120.907142857,936086.730646495,6310739.5,4157746.85,4607140.367142857,1146208.5391979811,6310739.5,2571901.18,5393515.208,1890031.3160222468,9546012.78,2452372.43,6368402.541555556,2585546.6930542374,13809349.18,2452372.43,0.9135268404981288,0.7234373670759673,6,21,202,29,7,3,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.3294084822245302,-0.9441875088341994,-0.8978045395707417,-0.44039415155763423,-0.3294084822245302,-0.9441875088341994,0.6220467484408676,0.7829801036770627,-0.8452490573530623,-0.5343725582809802,382,-2152992.65,-3554.4599999999627,-0.11150387002307244,-0.2192928937431632,-0.6538348584619151,0.0,0.0,-0.4999999999999997,-0.8660254037844388
2013-07-22,5926190.4,5032346.99,0.8491706560761193,2013,0.0,4847680.2,4387240.36,2571901.18,5117274.96,4603766.721428571,4979346.332857142,917126.57543024,6310739.5,4157746.85,4742102.166428572,1043780.8919547052,6310739.5,2571901.18,5370892.733,1892446.593709958,9546012.78,2452372.43,6341239.515333333,2588570.6211028458,13809349.18,2452372.43,0.9270984509265813,0.7478194373453327,0,22,203,30,7,3,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.3456123126707333,-0.9383773917408642,-0.9680771188662041,-0.2506525322587213,-0.3456123126707333,-0.9383773917408642,0.6486295610349815,0.7611042586607746,-0.871706318709322,-0.49002866642905885,383,689933.3500000001,365577.98000000045,0.3374656341007267,-0.07402338986779965,-0.27647413392749415,0.0,0.0,-0.0,-0.0
2013-07-23,4436778.28,3552350.42,0.8006598923397181,2013,0.0,5926190.4,4411030.39,4624825.33,5844565.63,4522406.428571428,5199196.338571428,935798.4969590517,6310739.5,4157746.85,4981694.253571428,879328.9672162597,6310739.5,3855254.64,5397856.581,1894470.0946167016,9546012.78,2452372.43,6309780.81888889,2576050.2870501895,13809349.18,2452372.43,0.9631964578073732,0.7895193821405453,1,23,204,30,7,3,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.3617137307297674,-0.9322892131745134,-0.9987165071710528,-0.05064916883871355,-0.3617137307297674,-0.9322892131745134,0.6744436188329453,0.7383263540031066,-0.8958392907349091,-0.44437817810461283,384,1078510.2000000002,1538950.04,0.4506280899146486,0.14212460258340281,0.27888211088752624,0.0,0.0,-0.0,-0.0
2013-07-24,7329505.1,5924978.27,0.8083735790019437,2013,0.0,4436778.28,4475453.64,3855254.64,5243774.5,4520296.284285714,5202874.608571428,932227.9752758887,6310739.5,4157746.85,4968262.321428572,886605.6611091361,6310739.5,3855254.64,5350930.336,1900449.598299398,9546012.78,2452372.43,6255094.293,2562808.80102313,13809349.18,2452372.43,0.9723308437726254,0.7942745686485472,2,24,205,30,7,3,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.37770796520396466,-0.9259247771938499,-0.9884683243281114,0.15142777750457667,-0.37770796520396466,-0.9259247771938499,0.6994583270516468,0.7146733860429613,-0.9175836260593934,-0.39754281428255683,385,-1489412.12,25747.890000000596,-0.04443940800785506,-0.10279482993845666,-0.48101883723620803,0.0,0.0,-0.0,-0.0
2013-07-25,6342757.31,4978292.65,0.7848783118583487,2013,0.0,7329505.1,6265533.39,5785320.61,6728887.1,4646696.258571428,5610596.245714285,1157875.3124521554,7329505.1,4157746.85,5216423.068571429,1026323.2939651661,7329505.1,4157746.85,5420454.689333334,1934245.0924021318,9546012.78,2452372.43,6235118.983,2547128.800063962,13809349.18,2452372.43,1.0350785251936727,0.8366196511716865,3,25,206,30,7,3,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.39359027665646645,-0.9192859697186105,-0.9377521321470804,0.3473052528448203,-0.39359027665646645,-0.9192859697186105,0.723644038295912,0.6901733882429724,-0.9368813462954312,-0.3496474552512293,386,2892726.8199999994,2854051.46,0.13430993767703772,0.28321442884319237,0.9869744109293893,0.0,0.0,-0.0,-0.0
2013-07-26,6941436.71,5543496.22,0.7986093443759138,2013,0.0,6342757.31,6310739.5,6053300.71,8817278.13,4887646.127142857,5621628.234285714,1165498.2241374315,7329505.1,4157746.85,5256239.975714286,1060341.111805742,7329505.1,4157746.85,5407583.696333334,1926507.4270147937,9546012.78,2452372.43,6237189.699333334,2547139.833163296,13809349.18,2452372.43,1.0395822884992987,0.8427256872235414,4,26,207,30,7,3,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.4093559588156211,-0.9123747579707274,-0.8486442574947509,0.5289640103269624,-0.4093559588156211,-0.9123747579707274,0.7469720876965548,0.664855397964287,-0.9536809966304454,-0.30081980763566823,387,-986747.79,77223.91999999993,-0.06843211324602749,0.3103620255420838,0.48542434903339704,0.0,0.0,-0.0,-0.0
2013-07-27,4353958.13,3499528.32,0.8037579176260935,2013,0.0,6941436.71,4157746.85,4161301.31,7748199.74,5152733.735714287,5711727.835714286,1249033.704615615,7329505.1,4157746.85,5319678.261428571,1135593.4723508665,7329505.1,4157746.85,5345055.649,1840548.0008486316,9546012.78,2452372.43,6242980.828444444,2548152.973362219,13809349.18,2452372.43,1.0686002561606398,0.8521054937716445,5,27,208,30,7,3,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.42500033996955394,-0.9051931898913975,-0.72479278722912,0.6889669190756865,-0.42500033996955394,-0.9051931898913975,0.7694148268839378,0.6387494220515272,-0.9679377830240641,-0.2511900638848198,388,598679.4000000004,630697.21,-0.11948658563687868,-0.12124811923109874,0.8673400858135397,0.0,0.0,-0.4999999999999997,-0.8660254037844388
2013-07-28,6017516.42,4917333.26,0.8171698948185006,2013,0.0,4353958.13,4847680.2,4482102.22,6285354.21,5874894.595714286,5739758.018571428,1209937.5330522736,7329505.1,4353958.13,5333439.462857142,1121556.9524664409,7329505.1,4157746.85,5231914.262,1791397.4022023273,9546012.78,2452372.43,6190254.326444444,2537458.320466434,13809349.18,2452372.43,1.097066528834378,0.8615864844313355,6,28,209,30,7,3,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.4405187843504952,-0.8977433935342336,-0.5712682150947924,0.8207634412072763,-0.4405187843504952,-0.8977433935342336,0.7909456567567776,0.6118864012687238,-0.97961369164549,-0.20089055513063553,389,-2587478.58,196211.2799999998,0.13927419130744265,-0.18879811815486294,-0.49009568224261363,0.0,0.0,-0.4999999999999997,-0.8660254037844388
2013-07-29,8158241.16,6599164.67,0.808895513208879,2013,0.0,6017516.42,5926190.4,4387240.36,9546012.78,6432275.912857143,5906877.478571428,1145246.5164855616,7329505.1,4353958.13,5443111.905714286,1106879.3112322653,7329505.1,4157746.85,5222986.335666667,1786627.3246312721,9546012.78,2452372.43,6110882.928666667,2426252.0126836468,13809349.18,2452372.43,1.1309387195280605,0.890724297822853,0,29,210,31,7,3,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.455906693508459,-0.8900275764346766,-0.3943558551133187,0.9189578116202306,-0.455906693508459,-0.8900275764346766,0.8115390590073613,0.5842981736283681,-0.9886775902323404,-0.15005539834465284,390,1663558.29,1169836.2199999997,0.486558833542037,0.5187708538068205,0.4447094664788615,0.0,0.0,-0.0,-0.0
2013-07-30,7711378.77,7073525.07,0.9172840915970208,2013,0.0,8158241.16,4436778.28,4411030.39,7372318.59,6980913.332857142,6225741.872857143,1427473.3753881957,8158241.16,4353958.13,5712469.105714285,1276072.0818495317,8158241.16,4157746.85,5176727.281666666,1685966.8765870426,8158241.16,2452372.43,6077191.532,2375444.4614951857,13809349.18,2452372.43,1.2026404973863585,0.9399850367780502,1,30,211,31,7,3,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.47115950767386394,-0.8820480249558535,-0.20129852008866114,0.9795299412524943,-0.47115950767386394,-0.8820480249558535,0.8311706263658081,0.5560174366570443,-0.9951053111006976,-0.09882013873287147,391,2140724.74,2232050.76,0.45308560039904605,-0.2277070270169906,1.7684296884698538,0.0,0.0,-0.0,-0.0
2013-07-31,10104475.36,10851542.12,1.073934245310486,2013,0.0,7711378.77,7329505.1,4475453.64,6359864.53,7572423.404285714,6693541.942857142,1271544.2933557138,8158241.16,4353958.13,5948208.275714286,1321204.4383349621,8158241.16,4157746.85,5188029.287666667,1702250.5374316527,8158241.16,2452372.43,6017859.826,2263337.595194374,13809349.18,2452372.43,1.2901896985758095,0.9884258603058853,2,31,212,31,7,3,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.4862727071086902,-0.8738071036110807,-2.4492935982947064e-16,1.0,-0.4862727071086902,-0.8738071036110807,0.8498170915275279,0.527077708642372,-0.9988797155850336,-0.04732138832243168,392,-446862.3900000006,3274600.4899999993,0.14975293716042987,-0.1373318376898845,1.4823608081455124,0.0,0.0,-0.0,-0.0
2013-08-01,10998208.4,12167214.07,1.1062905545597772,2013,0.0,10104475.36,6342757.31,6265533.39,7209130.33,7866314.574285715,7089966.265714286,1818007.209027805,10104475.36,4353958.13,6350281.255714285,1653314.3287125677,10104475.36,4157746.85,5312849.648666667,1915120.328845724,10104475.36,2452372.43,6005913.271222222,2238487.1126792263,13809349.18,2452372.43,1.3344940539572012,1.057338154738617,3,1,213,31,8,3,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.5012418134457756,-0.8653072543632061,0.20129852008866006,0.9795299412524945,-0.5012418134457756,-0.8653072543632061,0.8674563547295968,0.49751328890718066,-0.9999907397361901,0.004303538296242688,393,2393096.59,2774970.26,-0.1404458735349714,0.13353520283237832,2.5019972056906226,0.0,0.0,-0.0,-0.0
2013-08-02,7422715.15,9601836.11,1.2935746443132738,2013,0.0,10998208.4,6941436.71,6310739.5,8038680.63,7517032.365714286,7755030.707142858,2289496.3656664775,10998208.4,4353958.13,6688329.470714285,2066788.659181583,10998208.4,4157746.85,5439152.251,2154480.0447461023,10998208.4,2452372.43,6037298.363222223,2288464.2175063286,13809349.18,2452372.43,1.4257793033311512,1.107834840739026,4,2,214,31,8,3,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.5160623910158526,-0.8565509959010037,0.39435585511331855,0.9189578116202306,-0.5160623910158526,-0.8565509959010037,0.8840675099433635,0.46735921715800244,-0.9984354211555644,0.05591699010060189,394,893733.040000001,4655451.090000001,-0.178318891664377,0.1150693997787662,2.5802309761727638,0.0,0.0,-0.0,-0.0
2013-08-03,5599602.67,7786528.35,1.3905501530879154,2013,0.0,7422715.15,4353958.13,4157746.85,2521315.44,7094728.472857143,7823784.7700000005,2268118.538922249,10998208.4,4353958.13,6767756.302857144,2072520.3374531006,10998208.4,4157746.85,5418620.068333333,2131666.5853220383,10998208.4,2452372.43,6083937.691888888,2273231.301346893,13809349.18,2452372.43,1.4438703343905852,1.11239737249116,5,3,215,31,8,3,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.5307300481619331,-0.8475409228928312,0.5712682150947923,0.8207634412072763,-0.5307300481619331,-0.8475409228928312,0.8996308696522431,0.43665123195606426,-0.9942179068939518,0.1073813466641637,395,-3575493.25,481278.4400000004,-0.2680132155901566,-0.6863520823814582,0.9401541007708258,0.0,0.0,-0.8660254037844385,-0.5000000000000004
