Date,Revenue,COGS,COGS_margin,Year,Covid_Decay_Shock
2012-09-19,3680241.62,3014323.76,0.8190559401368869,2012,0.0
2012-09-20,3763143.75,3080273.62,0.8185373253413453,2012,0.0
2012-09-21,3943768.14,2978697.93,0.7552923560054928,2012,0.0
2012-09-22,3872374.03,3011266.74,0.7776280691563259,2012,0.0
2012-09-23,4118299.54,3294951.2,0.8000756545260912,2012,0.0
2012-09-24,5733263.53,4585762.62,0.7998520556406379,2012,0.0
2012-09-25,5639897.53,4502395.62,0.798311599820857,2012,0.0
2012-09-26,4592282.59,3670417.04,0.7992576606658695,2012,0.0
2012-09-27,7556892.66,6017108.13,0.7962410478383055,2012,0.0
2012-09-28,4892631.14,3884590.92,0.7939676646051025,2012,0.0
2012-09-29,5304374.46,4170120.63,0.786166335247757,2012,0.0
2012-09-30,4694379.86,3812737.52,0.8121919473299717,2012,0.0
2012-10-01,4752532.1,3764447.04,0.7920929224233962,2012,0.0
2012-10-02,3233135.78,2566510.62,0.7938146723921382,2012,0.0
2012-10-03,3515132.03,2762823.63,0.7859800446812805,2012,0.0
2012-10-04,2398137.74,1902425.74,0.7932929407132385,2012,0.0
2012-10-05,2665953.06,2064899.19,0.7745444662855392,2012,0.0
2012-10-06,2205266.94,1755004.4,0.7958240193815267,2012,0.0
2012-10-07,3389598.07,2725469.75,0.8040687107188493,2012,0.0
2012-10-08,4037039.45,3285493.04,0.8138372390688429,2012,0.0
2012-10-09,4298675.76,3472700.63,0.8078535865193983,2012,0.0
2012-10-10,3548716.67,2839202.59,0.8000646019452434,2012,0.0
2012-10-11,3421490.39,2765374.16,0.808236716982274,2012,0.0
2012-10-12,2380119.87,1830898.15,0.7692461934700793,2012,0.0
2012-10-13,2798011.44,2256579.15,0.806493896965625,2012,0.0
2012-10-14,3055629.78,2516987.32,0.823721295189105,2012,0.0
2012-10-15,3234517.3,2632811.8,0.8139736337165363,2012,0.0
2012-10-16,3549298.21,2763325.25,0.7785553894047128,2012,0.0
2012-10-17,3818048.0,3108682.75,0.8142073515052718,2012,0.0
2012-10-18,2909728.89,2301277.14,0.7908905698771131,2012,0.0
2012-10-19,2877379.81,2352068.71,0.817434216305285,2012,0.0
2012-10-20,3242557.3,2647331.71,0.8164332855428647,2012,0.0
2012-10-21,2395609.91,1920246.47,0.8015689290582372,2012,0.0
2012-10-22,3596158.34,2873316.18,0.7989960141743926,2012,0.0
2012-10-23,3999141.88,3151858.27,0.7881336458110358,2012,0.0
2012-10-24,3829179.99,3037851.31,0.7933425218802524,2012,0.0
2012-10-25,3104460.52,2528526.7,0.8144818346731625,2012,0.0
2012-10-26,2138927.17,1671777.12,0.7815960933349592,2012,0.0
2012-10-27,2816872.34,2296869.06,0.8153969306255463,2012,0.0
2012-10-28,6259883.83,5044146.85,0.8057892106282106,2012,0.0
2012-10-29,5424539.1,4294440.71,0.7916692332441664,2012,0.0
2012-10-30,6347274.89,5049887.71,0.7955993394828376,2012,0.0
2012-10-31,4942677.89,3871571.88,0.783294393477055,2012,0.0
2012-11-01,5536748.35,4440955.34,0.802087264811304,2012,0.0
2012-11-02,1936831.08,1547786.14,0.7991332625661913,2012,0.0
2012-11-03,2911848.61,2151815.97,0.73898621055028,2012,0.0
2012-11-04,2658832.75,2131401.7,0.8016306027522793,2012,0.0
2012-11-05,3332448.46,2732792.99,0.8200555905971912,2012,0.0
2012-11-06,3439495.01,2809375.18,0.8167987369750539,2012,0.0
2012-11-07,1969815.91,1538155.1,0.7808623598740251,2012,0.0
2012-11-08,2197716.17,1723412.77,0.7841835053704865,2012,0.0
2012-11-09,2920310.06,2308918.6,0.7906415937217297,2012,0.0
2012-11-10,3124993.27,2475389.25,0.7921262659231263,2012,0.0
2012-11-11,3484874.3,2713727.18,0.7787159439294554,2012,0.0
2012-11-12,3806978.06,3077336.49,0.8083410099820749,2012,0.0
2012-11-13,3848498.06,3048755.92,0.7921937006251213,2012,0.0
2012-11-14,3213518.64,2550177.92,0.7935780699252455,2012,0.0
2012-11-15,2996358.37,2282178.26,0.7616506366025902,2012,0.0
2012-11-16,2851503.98,2255928.16,0.7911362480370798,2012,0.0
2012-11-17,3258479.4,2499839.57,0.7671797986508676,2012,0.0
2012-11-18,3292697.97,2632996.71,0.7996471993451618,2012,0.0
2012-11-19,4654711.93,3714724.53,0.7980568047741678,2012,0.0
2012-11-20,3532139.01,2841184.71,0.8043807737906669,2012,0.0
2012-11-21,3144567.59,2465022.82,0.7838988189787963,2012,0.0
2012-11-22,2661394.83,2082526.75,0.7824944748990889,2012,0.0
2012-11-23,3625609.77,2879673.14,0.7942589861235949,2012,0.0
2012-11-24,2283866.51,1759438.38,0.7703770655142187,2012,0.0
2012-11-25,2891169.43,2288045.69,0.7913910773468574,2012,0.0
2012-11-26,3626699.25,2942841.67,0.8114380231556283,2012,0.0
2012-11-27,4703189.22,3751057.26,0.7975561017296259,2012,0.0
2012-11-28,3980270.66,3143037.5,0.7896542141181926,2012,0.0
2012-11-29,3116036.61,2564940.27,0.8231418917764256,2012,0.0
2012-11-30,3184691.98,2466641.44,0.7745306156735446,2012,0.0
2012-12-01,3064822.76,2435991.34,0.794822908454256,2012,0.0
2012-12-02,1765509.34,1464812.23,0.8296825153017882,2012,0.0
2012-12-03,2315389.05,1807129.65,0.7804863938524716,2012,0.0
2012-12-04,2382954.42,1864688.02,0.7825109890268065,2012,0.0
2012-12-05,2286277.45,1849992.69,0.8091724344304755,2012,0.0
2012-12-06,2733678.5,2184618.1,0.7991496073879939,2012,0.0
2012-12-07,2065198.04,1633326.72,0.7908814013788237,2012,0.0
2012-12-08,2087384.34,1719369.91,0.8236958939722618,2012,0.0
2012-12-09,2430122.78,1883727.02,0.775157138356606,2012,0.0
2012-12-10,2542389.69,2015472.58,0.7927473069637881,2012,0.0
2012-12-11,3699430.17,3001083.16,0.8112284925221336,2012,0.0
2012-12-12,4386420.92,3545221.89,0.8082265597985522,2012,0.0
2012-12-13,2326824.81,1839144.84,0.7904096742031902,2012,0.0
2012-12-14,2659317.57,2101555.8,0.7902613150485822,2012,0.0
2012-12-15,3385542.75,2693057.28,0.7954580635556883,2012,0.0
2012-12-16,3484853.43,2706611.68,0.7766787712503593,2012,0.0
2012-12-17,4281691.85,3433745.61,0.8019600032636632,2012,0.0
2012-12-18,4394537.67,3473710.24,0.790460908712611,2012,0.0
2012-12-19,3785472.73,3004383.53,0.7936613850603541,2012,0.0
2012-12-20,3905985.95,3132486.67,0.8019707981796503,2012,0.0
2012-12-21,3966203.09,3174444.37,0.8003736313966717,2012,0.0
2012-12-22,3225123.87,2559516.54,0.7936180572189929,2012,0.0
2012-12-23,2151580.15,1770780.57,0.8230139927624821,2012,0.0
2012-12-24,3297376.6,2599138.83,0.7882444577304273,2012,0.0
2012-12-25,4917024.98,3856446.89,0.7843049213062977,2012,0.0
2012-12-26,3285221.25,2658633.45,0.8092707454634905,2012,0.0
2012-12-27,4994041.71,3924374.73,0.7858113643988769,2012,0.0
2012-12-28,8573663.31,6682336.48,0.7794027171799449,2012,0.0
2012-12-29,7842913.37,6260959.87,0.7982951710201027,2012,0.0
2012-12-30,6511908.92,5180121.12,0.7954842709931514,2012,0.0
2012-12-31,5573749.22,4432224.44,0.7951962431492389,2012,0.0
2013-01-01,5304546.99,4156070.2,0.7834920131417292,2013,0.0
2013-01-02,1606940.44,1237497.84,0.770095648348983,2013,0.0
2013-01-03,2281680.01,1832133.02,0.802975444396342,2013,0.0
2013-01-04,2376895.46,1940747.07,0.8165050178521525,2013,0.0
2013-01-05,2509462.77,1977027.71,0.7878290659000292,2013,0.0
2013-01-06,2603356.52,2060481.76,0.7914712196238108,2013,0.0
2013-01-07,3048100.39,2452517.39,0.8046051888730608,2013,0.0
2013-01-08,2449700.42,1973182.14,0.8054789573004196,2013,0.0
2013-01-09,2049715.7,1654806.5,0.8073346464585308,2013,0.0
2013-01-10,2794331.46,2122153.07,0.7594492995473057,2013,0.0
2013-01-11,2343077.25,1805692.13,0.770649849466124,2013,0.0
2013-01-12,2814596.53,2241879.07,0.7965188069069352,2013,0.0
2013-01-13,2919719.62,2279740.92,0.7808081654087045,2013,0.0
2013-01-14,3077677.28,2477490.97,0.8049872499952303,2013,0.0
2013-01-15,2536405.93,2094291.34,0.8256924947340744,2013,0.0
2013-01-16,1849789.43,1445623.48,0.7815070496970026,2013,0.0
2013-01-17,2173214.95,1763012.0,0.8112460297588142,2013,0.0
2013-01-18,2099249.56,1615535.57,0.7695776627910785,2013,0.0
2013-01-19,2477132.79,2033637.15,0.8209641236067929,2013,0.0
2013-01-20,2522776.58,2018671.04,0.8001782861009435,2013,0.0
2013-01-21,4100379.42,3250868.59,0.792821409195347,2013,0.0
2013-01-22,3538734.12,2801650.02,0.7917096693322639,2013,0.0
2013-01-23,2836455.88,2322088.98,0.8186585930608588,2013,0.0
2013-01-24,2522924.71,2102458.71,0.8333418360312465,2013,0.0
2013-01-25,2823082.71,2273250.41,0.8052369142241674,2013,0.0
2013-01-26,2312290.79,1869897.73,0.8086775841891408,2013,0.0
2013-01-27,3818881.29,3023842.24,0.7918136256076188,2013,0.0
2013-01-28,5008712.77,4035190.91,0.8056343206919411,2013,0.0
2013-01-29,4833870.43,4015854.7,0.8307741711645342,2013,0.0
2013-01-30,4296295.37,3414688.28,0.7947983054991863,2013,0.0
2013-01-31,3378679.46,2731823.14,0.8085475915492736,2013,0.0
2013-02-01,4073777.92,3289266.58,0.8074241268409644,2013,0.0
2013-02-02,2351969.75,1915236.16,0.814311561617661,2013,0.0
2013-02-03,2743224.75,2293960.05,0.8362275274747356,2013,0.0
2013-02-04,3599084.22,2986552.92,0.8298091229440582,2013,0.0
2013-02-05,3829186.14,3181079.49,0.8307455876250508,2013,0.0
2013-02-06,2313071.08,1919077.04,0.8296662634336338,2013,0.0
2013-02-07,2839296.13,2338660.54,0.8236761623029437,2013,0.0
2013-02-08,2648161.4,2136088.4,0.8066307438813963,2013,0.0
2013-02-09,2957587.36,2354253.06,0.7960045717804258,2013,0.0
2013-02-10,3380985.73,2832001.18,0.8376258896543761,2013,0.0
2013-02-11,4189315.44,3426089.62,0.8178161012387265,2013,0.0
2013-02-12,3967295.55,3276616.25,0.8259067691591568,2013,0.0
2013-02-13,3156812.35,2628245.52,0.832563113863895,2013,0.0
2013-02-14,3286622.13,2725794.93,0.8293606086075981,2013,0.0
2013-02-15,2860640.37,2293142.09,0.8016184467116361,2013,0.0
2013-02-16,3339909.75,2755975.45,0.8251646470387412,2013,0.0
2013-02-17,3433567.61,2907659.44,0.8468333145768462,2013,0.0
2013-02-18,4473211.04,3823113.82,0.8546687794993906,2013,0.0
2013-02-19,4318301.23,3421155.04,0.7922455747720035,2013,0.0
2013-02-20,3392471.04,2787089.48,0.821551443516523,2013,0.0
2013-02-21,3412803.18,2676550.95,0.7842675972893345,2013,0.0
2013-02-22,3535377.38,2908690.59,0.8227383606782029,2013,0.0
2013-02-23,4286140.45,3439856.85,0.8025534604214848,2013,0.0
2013-02-24,5419232.89,4431878.1,0.8178054329752195,2013,0.0
2013-02-25,9128225.25,7430696.94,0.8140352299040824,2013,0.0
2013-02-26,6762535.71,5653323.87,0.835976934160988,2013,0.0
2013-02-27,5716765.68,4880975.48,0.8538001648512556,2013,0.0
2013-02-28,4367566.41,3573846.75,0.8182695841366725,2013,0.0
2013-03-01,2693901.21,2256905.73,0.8377834055763315,2013,0.0
2013-03-02,279813.94,236576.31,0.8454772124648258,2013,0.0
2013-03-03,1959484.08,1505793.8,0.7684644215124218,2013,0.0
2013-03-04,1412869.43,1130489.5,0.8001372780781307,2013,0.0
2013-03-05,2440470.72,1954056.55,0.8006883811332921,2013,0.0
2013-03-06,3247761.18,2622451.1,0.8074642668153328,2013,0.0
2013-03-07,4017685.67,3191424.08,0.7943438940060237,2013,0.0
2013-03-08,3622255.55,2838056.23,0.7835052471656784,2013,0.0
2013-03-09,3263371.09,2560913.71,0.7847448663890689,2013,0.0
2013-03-10,3510986.19,2877727.07,0.8196349727026411,2013,0.0
2013-03-11,3242639.13,2568418.97,0.7920767211613833,2013,0.0
2013-03-12,3660190.99,2853606.73,0.7796332862947132,2013,0.0
2013-03-13,4335373.37,3463021.54,0.7987827678149898,2013,0.0
2013-03-14,6692797.3,5359353.2,0.8007643082213173,2013,0.0
2013-03-15,5330057.69,4206775.58,0.7892551684557846,2013,0.0
2013-03-16,3591734.21,2762570.88,0.7691468016504484,2013,0.0
2013-03-17,4401297.64,3565497.63,0.810101456805816,2013,0.0
2013-03-18,4567013.37,3743618.37,0.8197082133788455,2013,0.0
2013-03-19,4645433.62,3929520.42,0.8458888322248806,2013,0.0
2013-03-20,4992105.19,4308112.41,0.8629851026837037,2013,0.0
2013-03-21,7355693.45,6496769.78,0.883230088931996,2013,0.0
2013-03-22,6603332.26,6021167.98,0.911837802933757,2013,0.0
2013-03-23,6009508.61,5393148.03,0.8974357771990945,2013,0.0
2013-03-24,5088153.2,4610104.28,0.9060466732801992,2013,0.0
2013-03-25,4694308.82,4169990.65,0.8883076955299246,2013,0.0
2013-03-26,5731432.22,5192620.7,0.9059900738039262,2013,0.0
2013-03-27,6872130.59,6081507.57,0.8849522706756363,2013,0.0
2013-03-28,8099154.93,7239463.63,0.8938541974526718,2013,0.0
2013-03-29,8381683.44,7644413.84,0.9120380046230903,2013,0.0
2013-03-30,11636994.38,10600188.31,0.9109043077496098,2013,0.0
2013-03-31,9455023.8,8513517.85,0.9004226779418576,2013,0.0
2013-04-01,10313848.23,9188774.52,0.8909162046104686,2013,0.0
2013-04-02,8250013.05,7374699.1,0.8939015072224643,2013,0.0
2013-04-03,8740749.51,7769943.74,0.888933349606995,2013,0.0
2013-04-04,4270660.8,3779960.51,0.8850996805927551,2013,0.0
2013-04-05,3073716.42,2637291.44,0.858013908778221,2013,0.0
2013-04-06,3663196.56,3221790.63,0.8795025266129863,2013,0.0
2013-04-07,2924734.26,2598895.09,0.8885918715910963,2013,0.0
2013-04-08,4670874.28,4351446.44,0.9316128371581862,2013,0.0
2013-04-09,4293257.18,3845242.09,0.895646808188649,2013,0.0
2013-04-10,6011834.78,5327749.04,0.886210156294415,2013,0.0
2013-04-11,4244755.76,3794688.65,0.8939710231996952,2013,0.0
2013-04-12,4282161.81,3850989.97,0.8993097740974904,2013,0.0
2013-04-13,5214391.75,4691901.42,0.8997984127295384,2013,0.0
2013-04-14,4506492.03,3873550.82,0.8595490226574304,2013,0.0
2013-04-15,5167610.5,4514315.72,0.8735789433046472,2013,0.0
2013-04-16,5887221.88,4755791.57,0.8078159218283107,2013,0.0
2013-04-17,8104639.53,6617328.78,0.8164865020221325,2013,0.0
2013-04-18,6536742.64,5253454.75,0.8036808299370343,2013,0.0
2013-04-19,5871312.85,4657092.08,0.7931943330187218,2013,0.0
2013-04-20,6012115.71,4722140.67,0.785437422993311,2013,0.0
2013-04-21,6323547.99,5021941.78,0.794165204081894,2013,0.0
2013-04-22,7292352.56,5866886.82,0.8045259429969196,2013,0.0
2013-04-23,8757473.08,6907927.03,0.7888036842243996,2013,0.0
2013-04-24,9358565.61,7286897.36,0.7786339983783049,2013,0.0
2013-04-25,9127283.0,7206948.14,0.7896049832135149,2013,0.0
2013-04-26,6156392.84,4860244.05,0.7894629495410822,2013,0.0
2013-04-27,6420235.09,5103697.51,0.7949393501103088,2013,0.0
2013-04-28,9099343.31,7234100.22,0.7950134392720258,2013,0.0
2013-04-29,13160942.22,10423989.71,0.7920397746416062,2013,0.0
2013-04-30,11190466.86,8842281.65,0.7901619977631569,2013,0.0
2013-05-01,13051232.31,10395426.51,0.7965091926250448,2013,0.0
2013-05-02,11179665.29,8989067.99,0.8040551981498545,2013,0.0
2013-05-03,8173550.12,6507576.59,0.7961750395432823,2013,0.0
2013-05-04,3225175.57,2586608.79,0.8020055757770732,2013,0.0
2013-05-05,3906711.0,3268319.42,0.8365910403917771,2013,0.0
2013-05-06,4311626.38,3384442.35,0.7849572415873382,2013,0.0
2013-05-07,3763332.37,3079887.85,0.8183937923080655,2013,0.0
2013-05-08,5458168.5,4267785.48,0.7819079751751894,2013,0.0
2013-05-09,5815611.07,4647084.74,0.7990707569789395,2013,0.0
2013-05-10,4248246.45,3392369.6,0.7985340869289728,2013,0.0
2013-05-11,4388803.6,3347274.34,0.7626849239733581,2013,0.0
2013-05-12,4298069.68,3423974.02,0.7966306446665147,2013,0.0
2013-05-13,4663488.62,3677688.54,0.7886131691686212,2013,0.0
2013-05-14,5622176.45,4515976.68,0.803243498343066,2013,0.0
2013-05-15,6416011.44,5136196.06,0.8005278837221025,2013,0.0
2013-05-16,7727680.05,6101584.58,0.7895752076329817,2013,0.0
2013-05-17,6520355.77,5213542.1,0.7995793916625503,2013,0.0
2013-05-18,5126131.05,4165368.61,0.8125755212598398,2013,0.0
2013-05-19,5417543.03,4323889.4,0.7981273754645194,2013,0.0
2013-05-20,5837064.06,4872375.63,0.8347305391745179,2013,0.0
2013-05-21,5156527.79,4086850.49,0.7925586085128031,2013,0.0
2013-05-22,6977473.78,5617374.39,0.8050728053040422,2013,0.0
2013-05-23,9166919.02,7150676.62,0.7800523386755085,2013,0.0
2013-05-24,6670030.19,5242528.96,0.7859827932802804,2013,0.0
2013-05-25,5054594.94,3916382.21,0.7748162328512914,2013,0.0
2013-05-26,3649585.05,2889501.26,0.7917341890689737,2013,0.0
2013-05-27,4403026.04,3471897.02,0.788525207086897,2013,0.0
2013-05-28,6274027.61,4977411.59,0.7933359397505105,2013,0.0
2013-05-29,7359639.59,5841803.19,0.7937621290501266,2013,0.0
2013-05-30,12828293.48,10036927.65,0.7824055214864012,2013,0.0
2013-05-31,13809349.18,11231361.14,0.8133157467164576,2013,0.0
2013-06-01,13162597.88,10314262.16,0.7836038336833245,2013,0.0
2013-06-02,12079925.72,9610953.04,0.7956135875974574,2013,0.0
2013-06-03,9411997.25,7525850.2,0.7996018273379755,2013,0.0
2013-06-04,5397308.75,4297393.33,0.7962103946712331,2013,0.0
2013-06-05,6860958.96,5505167.85,0.8023904358116143,2013,0.0
2013-06-06,5692902.11,4632206.37,0.8136810154987892,2013,0.0
2013-06-07,3843507.28,2986865.05,0.7771196546296122,2013,0.0
2013-06-08,3646959.35,2897196.14,0.7944141576461499,2013,0.0
2013-06-09,3880132.51,3070545.08,0.7913505716844708,2013,0.0
2013-06-10,4476887.83,3582347.82,0.8001870844282466,2013,0.0
2013-06-11,5003847.86,3903592.44,0.780118130929744,2013,0.0
2013-06-12,7209020.15,5796177.46,0.8040173753710481,2013,0.0
2013-06-13,6845836.24,5559998.61,0.8121723066516122,2013,0.0
2013-06-14,4871516.57,3975403.65,0.816050524077351,2013,0.0
2013-06-15,5166292.57,4029821.84,0.7800219955409919,2013,0.0
2013-06-16,5794009.15,4551326.63,0.7855228585546848,2013,0.0
2013-06-17,5795298.96,4637293.92,0.800182001309558,2013,0.0
2013-06-18,6632615.61,5459331.17,0.8231038086647087,2013,0.0
2013-06-19,7437341.02,6031157.35,0.8109292465924871,2013,0.0
2013-06-20,7078652.68,5515676.8,0.7791986765481479,2013,0.0
2013-06-21,5526354.45,4396745.86,0.7955960660467589,2013,0.0
2013-06-22,5117274.96,4111300.17,0.8034159200231836,2013,0.0
2013-06-23,5844565.63,4855247.11,0.8307284779348094,2013,0.0
2013-06-24,5243774.5,4800223.91,0.9154138702951472,2013,0.0
2013-06-25,6728887.1,6142934.34,0.9129198110635561,2013,0.0
2013-06-26,8817278.13,8290194.65,0.9402215204931955,2013,0.0
2013-06-27,7748199.74,7462815.86,0.9631677177181289,2013,0.0
2013-06-28,6285354.21,6043485.1,0.9615186190119267,2013,0.0
2013-06-29,9546012.78,9167617.84,0.9603609434933106,2013,0.0
2013-06-30,7372318.59,7149429.97,0.9697668220276954,2013,0.0
2013-07-01,6359864.53,6248239.94,0.9824485899859254,2013,0.0
2013-07-02,7209130.33,6927420.38,0.9609231714361307,2013,0.0
2013-07-03,8038680.63,7869401.17,0.978941885143657,2013,0.0
2013-07-04,2521315.44,2408274.98,0.9551660779105053,2013,0.0
2013-07-05,2494107.65,2432073.97,0.9751279059666893,2013,0.0
2013-07-06,2452372.43,2331799.51,0.9508341724425599,2013,0.0
2013-07-07,2958215.01,2950992.63,0.9975585344623075,2013,0.0
2013-07-08,2571901.18,2450996.77,0.9529902583582157,2013,0.0
2013-07-09,4624825.33,4592718.95,0.9930578178181705,2013,0.0
2013-07-10,3855254.64,3797797.81,0.9850964889831505,2013,0.0
2013-07-11,5785320.61,5626075.87,0.9724743448574408,2013,0.0
2013-07-12,6053300.71,5886949.95,0.9725189994732643,2013,0.0
2013-07-13,4161301.31,3995435.41,0.9601408579567626,2013,0.0
2013-07-14,4482102.22,4419156.67,0.9859562439876707,2013,0.0
2013-07-15,4387240.36,4219310.04,0.9617230180659625,2013,0.0
2013-07-16,4411030.39,4135243.61,0.9374779233837924,2013,0.0
2013-07-17,4475453.64,4375610.63,0.9776909743612047,2013,0.0
2013-07-18,6265533.39,6163756.55,0.9837560773098043,2013,0.0
2013-07-19,6310739.5,5960928.51,0.9445689383946207,2013,0.0
2013-07-20,4157746.85,3978173.28,0.9568098836993887,2013,0.0
2013-07-21,4847680.2,4301699.27,0.8873727417084979,2013,0.0
2013-07-22,5926190.4,5032346.99,0.8491706560761193,2013,0.0
2013-07-23,4436778.28,3552350.42,0.8006598923397181,2013,0.0
2013-07-24,7329505.1,5924978.27,0.8083735790019437,2013,0.0
2013-07-25,6342757.31,4978292.65,0.7848783118583487,2013,0.0
2013-07-26,6941436.71,5543496.22,0.7986093443759138,2013,0.0
2013-07-27,4353958.13,3499528.32,0.8037579176260935,2013,0.0
2013-07-28,6017516.42,4917333.26,0.8171698948185006,2013,0.0
2013-07-29,8158241.16,6599164.67,0.808895513208879,2013,0.0
2013-07-30,7711378.77,7073525.07,0.9172840915970207,2013,0.0
2013-07-31,10104475.36,10851542.12,1.0739342453104859,2013,0.0
2013-08-01,10998208.4,12167214.07,1.1062905545597772,2013,0.0
2013-08-02,7422715.15,9601836.11,1.2935746443132738,2013,0.0
2013-08-03,5599602.67,7786528.35,1.3905501530879154,2013,0.0
2013-08-04,5021938.29,7089757.76,1.4117572440341555,2013,0.0
2013-08-05,2231563.34,3064145.21,1.3730935416782748,2013,0.0
2013-08-06,2493225.51,3592496.3,1.4409030733846455,2013,0.0
